ticker,CompanyName,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,56,69.48,0.074,0.564,1.59,0.023,0.02,252.27,65.0,39.19,42.77,16.53,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,56,86.56,-0.039,0.401,1.0,0.012,0.02,45.71,41.22,34.68,32.98,16.47,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Technology,Information Technology Services,56,77.11,-0.068,0.57,1.45,0.019,0.05,152.05,46.31,43.96,40.27,16.44,AVOID - Poor risk-adjusted score
AYI,Acuity Inc.,Industrials,Electrical Equipment & Parts,56,71.5,0.135,0.71,2.59,0.036,0.09,223.95,69.5,50.78,59.04,16.44,AVOID - Poor risk-adjusted score
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,56,67.82,0.168,0.81,3.01,0.044,0.07,280.77,71.33,54.96,65.85,16.43,AVOID - Poor risk-adjusted score
X,Unknown,Unknown,Unknown,51,45.1,-0.034,0.623,0.64,0.014,0.04,692.1,48.07,28.08,26.89,16.42,AVOID - Poor risk-adjusted score
PDCO,Unknown,Unknown,Unknown,7,47.11,-0.099,0.507,0.28,0.006,0.0,644.71,44.61,23.86,20.97,16.41,AVOID - Poor risk-adjusted score
FIVE,"Five Below, Inc.",Consumer Cyclical,Specialty Retail,56,59.5,0.1,0.714,1.91,0.032,0.31,425.38,74.38,42.46,47.66,16.37,AVOID - Poor risk-adjusted score
FSS,Federal Signal Corporation,Industrials,Pollution & Treatment Controls,56,70.86,0.074,0.554,1.62,0.023,0.0,231.3,64.33,39.24,42.85,16.37,AVOID - Poor risk-adjusted score
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,56,86.35,0.156,0.653,3.11,0.036,0.07,55.77,67.44,56.39,66.84,16.25,AVOID - Poor risk-adjusted score
SE,Sea Limited,Consumer Cyclical,Internet Retail,56,86.8,0.023,0.306,0.69,0.008,0.13,44.09,40.94,26.58,27.35,16.23,AVOID - Poor risk-adjusted score
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,56,53.72,-0.076,0.793,1.39,0.026,0.07,529.79,52.67,42.6,38.59,16.17,AVOID - Poor risk-adjusted score
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,56,51.0,0.091,0.764,1.69,0.033,0.13,574.3,72.16,38.97,43.34,16.13,AVOID - Poor risk-adjusted score
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,56,61.19,0.048,0.514,1.07,0.018,0.0,393.68,63.67,31.46,33.32,16.08,AVOID - Poor risk-adjusted score
QGEN,Qiagen N.V.,Healthcare,Diagnostics & Research,56,76.22,-0.051,0.491,1.18,0.015,0.0,163.16,43.18,37.41,35.03,16.07,AVOID - Poor risk-adjusted score
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,56,75.15,0.113,0.622,2.31,0.031,0.02,176.75,65.96,46.76,53.18,16.07,AVOID - Poor risk-adjusted score
LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,56,72.19,-0.069,0.596,1.45,0.02,0.05,213.62,46.97,43.05,39.36,16.07,AVOID - Poor risk-adjusted score
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,56,65.31,-0.083,0.708,1.59,0.024,0.27,318.45,54.26,46.22,41.52,16.05,AVOID - Poor risk-adjusted score
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,56,60.47,-0.112,0.893,1.92,0.032,0.2,410.18,57.61,53.97,46.61,15.98,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,56,70.75,-0.063,0.573,1.34,0.019,0.07,233.5,46.75,40.55,37.39,15.98,AVOID - Poor risk-adjusted score
MNSO,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,56,61.1,0.05,0.52,1.11,0.018,0.02,396.02,64.15,31.78,33.74,15.98,AVOID - Poor risk-adjusted score
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,56,77.32,-0.11,0.734,2.08,0.027,0.05,148.8,50.43,56.78,49.13,15.93,AVOID - Poor risk-adjusted score
ZD,"Ziff Davis, Inc.",Communication Services,Advertising Agencies,56,57.48,0.068,0.611,1.4,0.024,0.04,463.11,66.63,35.12,38.06,15.88,AVOID - Poor risk-adjusted score
BLD,TopBuild Corp.,Industrials,Engineering & Construction,56,64.91,0.203,0.888,3.48,0.054,0.04,328.89,72.0,57.63,71.12,15.86,AVOID - Poor risk-adjusted score
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,56,54.94,-0.075,0.76,1.39,0.025,0.04,506.29,51.0,41.77,37.9,15.84,AVOID - Poor risk-adjusted score
PK,Park Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel,56,35.36,0.025,0.648,0.5,0.014,0.16,829.98,71.32,22.93,23.64,15.78,AVOID - Poor risk-adjusted score
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,56,48.85,0.099,0.8,1.78,0.036,0.27,619.29,75.82,39.09,43.8,15.76,AVOID - Poor risk-adjusted score
EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure,56,53.81,-0.059,0.679,1.16,0.021,0.25,527.34,53.3,36.52,33.85,15.7,AVOID - Poor risk-adjusted score
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,56,85.32,0.019,0.281,0.57,0.007,0.07,58.82,39.22,23.98,24.54,15.67,AVOID - Poor risk-adjusted score
BF-B,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,56,62.68,0.059,0.537,1.31,0.021,0.09,363.75,65.84,33.66,36.14,15.66,AVOID - Poor risk-adjusted score
GTM,ZoomInfo Technologies Inc.,Technology,Software - Application,32,62.23,-0.041,0.418,0.58,0.009,0.23,370.38,46.14,26.04,24.72,15.66,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,56,68.38,-0.041,0.473,0.97,0.014,0.22,268.77,47.15,32.37,30.71,15.59,AVOID - Poor risk-adjusted score
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,56,63.16,0.073,0.579,1.56,0.025,0.22,354.79,69.27,36.57,39.89,15.59,AVOID - Poor risk-adjusted score
NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,56,59.45,0.159,0.836,2.81,0.047,0.13,426.12,72.89,49.67,59.05,15.5,AVOID - Poor risk-adjusted score
HLIT,Harmonic Inc.,Technology,Communication Equipment,56,65.16,-0.087,0.712,1.67,0.026,0.09,320.55,50.61,46.38,41.4,15.49,AVOID - Poor risk-adjusted score
ENOV,Enovis Corporation,Healthcare,Medical Devices,56,41.95,-0.05,0.758,0.93,0.022,0.16,741.23,53.8,31.8,29.83,15.48,AVOID - Poor risk-adjusted score
Z,"Zillow Group, Inc.",Communication Services,Internet Content & Information,56,44.92,0.095,0.827,1.68,0.037,0.16,691.38,74.34,37.15,41.46,15.47,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,56,74.63,-0.034,0.403,0.87,0.012,0.11,182.07,43.12,30.1,28.82,15.45,AVOID - Poor risk-adjusted score
FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery,56,54.5,0.068,0.622,1.39,0.025,0.07,513.48,67.56,33.88,36.72,15.39,AVOID - Poor risk-adjusted score
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,56,69.13,0.181,0.788,3.29,0.048,0.05,260.88,69.95,54.44,65.97,15.37,AVOID - Poor risk-adjusted score
PDD,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,56,83.7,0.07,0.453,1.69,0.02,0.13,77.5,44.13,37.93,41.23,15.35,AVOID - Poor risk-adjusted score
NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,56,77.24,-0.036,0.398,0.92,0.012,0.04,149.2,41.48,30.74,29.37,15.33,AVOID - Poor risk-adjusted score
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,56,52.42,0.041,0.532,0.91,0.017,0.15,548.77,67.12,27.87,29.3,15.32,AVOID - Poor risk-adjusted score
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,56,70.79,0.03,0.375,0.8,0.011,0.0,232.29,40.12,26.56,27.57,15.31,AVOID - Poor risk-adjusted score
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,56,88.76,0.057,0.398,1.47,0.017,0.0,32.36,40.28,35.34,37.86,15.31,AVOID - Poor risk-adjusted score
PSA,Public Storage,Real Estate,REIT - Industrial,56,63.51,-0.092,0.741,1.73,0.027,0.16,351.41,52.78,47.08,41.75,15.28,AVOID - Poor risk-adjusted score
O,Realty Income Corporation,Real Estate,REIT - Retail,56,61.22,-0.051,0.558,1.1,0.018,0.05,393.11,46.04,34.18,32.01,15.23,AVOID - Poor risk-adjusted score
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,56,62.19,-0.038,0.481,0.87,0.014,0.0,375.04,43.03,29.94,28.53,15.22,AVOID - Poor risk-adjusted score
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,56,50.29,0.079,0.696,1.53,0.03,0.04,588.7,68.58,35.01,38.42,15.2,AVOID - Poor risk-adjusted score
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,56,57.07,0.112,0.73,2.12,0.037,0.0,470.05,68.18,41.65,47.34,15.17,AVOID - Poor risk-adjusted score
NOW,"ServiceNow, Inc.",Technology,Software - Application,56,86.86,-0.164,0.841,2.89,0.033,0.27,47.93,57.36,73.05,58.89,15.16,AVOID - Poor risk-adjusted score
OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,56,61.19,0.053,0.511,1.2,0.02,0.15,393.75,66.27,31.25,33.31,15.15,AVOID - Poor risk-adjusted score
TT,Trane Technologies plc,Industrials,Building Products & Equipment,56,72.32,-0.086,0.639,1.74,0.024,0.2,212.32,50.77,46.23,41.33,15.08,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,56,69.94,-0.042,0.456,1.01,0.014,0.24,245.38,46.97,31.9,30.23,15.07,AVOID - Poor risk-adjusted score
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,56,53.36,0.095,0.711,1.82,0.034,0.02,531.82,68.29,37.95,42.36,15.04,AVOID - Poor risk-adjusted score
HSY,The Hershey Company,Consumer Defensive,Confectioners,56,58.56,0.082,0.625,1.68,0.029,0.18,442.89,69.52,36.61,40.32,15.03,AVOID - Poor risk-adjusted score
EPR,EPR Properties,Real Estate,REIT - Specialty,56,55.87,-0.087,0.776,1.6,0.029,0.11,489.38,52.6,43.36,38.71,14.9,AVOID - Poor risk-adjusted score
EFX,Equifax Inc.,Industrials,Consulting Services,56,62.61,-0.036,0.461,0.85,0.014,0.2,366.8,46.46,28.85,27.56,14.89,AVOID - Poor risk-adjusted score
GLW,Corning Incorporated,Technology,Electronic Components,56,63.78,0.113,0.666,2.25,0.035,0.05,346.93,67.54,42.46,48.33,14.89,AVOID - Poor risk-adjusted score
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,56,77.56,-0.083,0.584,1.76,0.023,0.04,146.57,45.97,45.27,40.64,14.74,AVOID - Poor risk-adjusted score
TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,56,52.25,0.105,0.738,1.97,0.038,0.13,550.3,70.92,38.57,43.5,14.64,AVOID - Poor risk-adjusted score
INCY,Incyte Corporation,Healthcare,Biotechnology,56,89.56,0.269,0.757,4.99,0.056,0.04,36.16,67.85,67.77,87.63,14.62,AVOID - Poor risk-adjusted score
WU,The Western Union Company,Financial Services,Credit Services,56,38.16,-0.057,0.828,1.01,0.026,0.07,797.18,53.64,31.58,29.35,14.62,AVOID - Poor risk-adjusted score
SNDR,"Schneider National, Inc.",Industrials,Trucking,56,54.25,0.066,0.594,1.39,0.026,0.04,518.09,65.97,32.21,34.85,14.58,AVOID - Poor risk-adjusted score
LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,56,59.72,0.11,0.678,2.16,0.036,0.2,421.43,70.74,40.51,45.94,14.55,AVOID - Poor risk-adjusted score
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",56,48.68,0.126,0.835,2.23,0.046,0.24,623.71,75.19,40.62,46.82,14.5,AVOID - Poor risk-adjusted score
BP,BP p.l.c.,Energy,Oil & Gas Integrated,56,43.83,0.092,0.795,1.68,0.038,0.15,710.11,72.93,34.83,38.78,14.5,AVOID - Poor risk-adjusted score
BTI,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,56,61.7,0.033,0.412,0.83,0.013,0.05,383.66,42.1,25.41,26.45,14.46,AVOID - Poor risk-adjusted score
HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,56,58.11,-0.072,0.661,1.43,0.025,0.13,454.29,49.93,38.44,35.03,14.44,AVOID - Poor risk-adjusted score
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,56,84.08,0.256,0.765,4.74,0.056,0.05,82.04,68.4,64.32,82.5,14.38,AVOID - Poor risk-adjusted score
TREE,"LendingTree, Inc.",Financial Services,Financial Conglomerates,56,46.49,0.115,0.825,2.05,0.044,0.16,664.54,73.61,38.34,43.72,14.34,AVOID - Poor risk-adjusted score
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,56,60.23,-0.088,0.718,1.69,0.028,0.31,414.5,54.91,43.23,38.53,14.34,AVOID - Poor risk-adjusted score
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,56,66.11,-0.109,0.756,2.02,0.031,0.15,304.38,52.52,49.96,43.32,14.32,AVOID - Poor risk-adjusted score
RSG,"Republic Services, Inc.",Industrials,Waste Management,56,59.35,-0.101,0.783,1.84,0.031,0.07,431.52,51.83,46.46,40.72,14.32,AVOID - Poor risk-adjusted score
BAM,Brookfield Asset Management Ltd.,Financial Services,Asset Management,56,83.87,-0.111,0.636,2.24,0.027,0.11,74.71,48.6,53.36,46.16,14.24,AVOID - Poor risk-adjusted score
FHI,"Federated Hermes, Inc.",Financial Services,Asset Management,56,83.29,0.025,0.29,0.76,0.009,0.09,80.86,39.62,24.17,24.93,14.2,AVOID - Poor risk-adjusted score
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,56,52.73,-0.039,0.526,0.86,0.016,0.02,544.66,44.49,27.71,26.37,14.14,AVOID - Poor risk-adjusted score
HLF,Herbalife Ltd.,Consumer Defensive,Packaged Foods,56,37.98,0.094,0.876,1.63,0.043,0.2,799.39,75.99,33.28,37.13,14.12,AVOID - Poor risk-adjusted score
CNI,Canadian National Railway Company,Industrials,Railroads,56,55.67,-0.063,0.626,1.28,0.023,0.18,494.0,50.13,34.85,32.15,14.12,AVOID - Poor risk-adjusted score
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,56,63.36,-0.087,0.673,1.7,0.027,0.09,354.27,49.33,42.67,38.13,14.1,AVOID - Poor risk-adjusted score
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,56,91.18,-0.151,0.727,2.86,0.031,0.27,21.68,54.14,66.32,54.38,14.1,AVOID - Poor risk-adjusted score
IBM,International Business Machines Corporation,Technology,Information Technology Services,56,63.19,-0.11,0.773,2.02,0.032,0.02,356.91,50.37,48.87,42.33,14.03,AVOID - Poor risk-adjusted score
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,56,50.51,0.051,0.551,1.12,0.022,0.09,584.16,66.15,27.84,29.61,14.0,AVOID - Poor risk-adjusted score
ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,56,67.22,0.103,0.586,2.17,0.032,0.13,289.34,66.89,39.38,44.32,13.99,AVOID - Poor risk-adjusted score
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,56,79.75,-0.045,0.402,1.16,0.015,0.02,121.98,40.95,32.02,30.21,13.98,AVOID - Poor risk-adjusted score
VIAV,Viavi Solutions Inc.,Technology,Communication Equipment,56,67.89,0.029,0.353,0.78,0.011,0.05,277.59,40.54,23.96,24.81,13.97,AVOID - Poor risk-adjusted score
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,56,72.16,0.037,0.366,0.98,0.014,0.05,213.36,40.72,26.42,27.63,13.97,AVOID - Poor risk-adjusted score
BCE,BCE Inc.,Communication Services,Telecom Services,56,41.17,0.057,0.671,1.12,0.027,0.13,751.11,69.96,27.63,29.57,13.96,AVOID - Poor risk-adjusted score
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,56,70.7,-0.074,0.563,1.59,0.023,0.11,235.48,46.82,39.81,36.17,13.95,AVOID - Poor risk-adjusted score
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,56,62.12,0.201,0.831,3.56,0.057,0.13,377.21,71.74,51.61,63.57,13.94,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,56,65.36,0.034,0.384,0.87,0.013,0.13,317.95,42.71,25.07,26.11,13.93,AVOID - Poor risk-adjusted score
DXC,DXC Technology Company,Technology,Information Technology Services,56,39.85,-0.064,0.815,1.15,0.029,0.0,771.95,51.58,32.5,29.91,13.91,AVOID - Poor risk-adjusted score
PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,56,80.75,0.027,0.299,0.8,0.01,0.15,111.59,40.89,24.15,24.97,13.88,AVOID - Poor risk-adjusted score
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,56,39.28,-0.032,0.608,0.66,0.017,0.22,780.57,50.92,23.88,22.93,13.81,AVOID - Poor risk-adjusted score
TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,56,48.58,0.126,0.806,2.28,0.047,0.15,625.36,72.41,39.16,45.15,13.78,AVOID - Poor risk-adjusted score
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,56,83.84,-0.056,0.421,1.39,0.017,0.07,75.43,42.44,35.34,32.89,13.77,AVOID - Poor risk-adjusted score
CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,56,67.56,-0.057,0.502,1.29,0.019,0.11,281.57,45.32,33.89,31.51,13.76,AVOID - Poor risk-adjusted score
PKX,POSCO Holdings Inc.,Basic Materials,Steel,56,40.95,0.059,0.676,1.16,0.028,0.05,755.02,68.53,27.67,29.69,13.76,AVOID - Poor risk-adjusted score
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,56,57.62,0.109,0.663,2.16,0.037,0.02,462.52,66.49,38.18,43.25,13.68,AVOID - Poor risk-adjusted score
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,56,37.78,0.061,0.725,1.15,0.031,0.13,802.12,71.23,27.38,29.44,13.67,AVOID - Poor risk-adjusted score
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,56,61.93,-0.027,0.39,0.71,0.011,0.13,379.16,43.1,24.15,23.32,13.64,AVOID - Poor risk-adjusted score
ABT,Abbott Laboratories,Healthcare,Medical Devices,56,77.53,-0.04,0.378,1.04,0.013,0.02,146.64,40.35,29.29,27.84,13.63,AVOID - Poor risk-adjusted score
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,56,86.57,-0.154,0.748,2.88,0.033,0.05,51.54,50.2,64.74,52.85,13.61,AVOID - Poor risk-adjusted score
FL,"Foot Locker, Inc.",Consumer Cyclical,Apparel Retail,56,34.74,0.051,0.722,0.96,0.028,0.15,835.25,71.81,25.09,26.67,13.6,AVOID - Poor risk-adjusted score
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,56,59.47,-0.05,0.516,1.12,0.019,0.09,428.68,45.41,30.69,28.78,13.56,AVOID - Poor risk-adjusted score
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,56,45.14,0.062,0.628,1.26,0.028,0.16,688.71,69.33,28.36,30.53,13.52,AVOID - Poor risk-adjusted score
LIN,Linde plc,Basic Materials,Specialty Chemicals,56,68.18,-0.035,0.396,0.91,0.013,0.15,272.18,43.46,27.02,25.82,13.52,AVOID - Poor risk-adjusted score
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,56,54.81,-0.089,0.736,1.68,0.031,0.05,508.64,50.12,40.35,35.93,13.43,AVOID - Poor risk-adjusted score
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,56,61.94,0.074,0.523,1.65,0.027,0.0,377.55,63.02,32.39,35.34,13.33,AVOID - Poor risk-adjusted score
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,56,66.24,0.147,0.666,2.91,0.044,0.05,306.34,66.67,44.09,51.83,13.26,AVOID - Poor risk-adjusted score
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,56,79.15,-0.085,0.537,1.88,0.024,0.09,129.32,45.56,42.52,38.05,13.2,AVOID - Poor risk-adjusted score
RGLD,"Royal Gold, Inc.",Basic Materials,Gold,56,83.73,-0.053,0.396,1.36,0.016,0.04,75.71,40.97,33.13,30.95,13.11,AVOID - Poor risk-adjusted score
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,56,70.41,0.032,0.336,0.88,0.012,0.11,237.36,41.01,23.66,24.59,13.08,AVOID - Poor risk-adjusted score
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,56,65.94,-0.098,0.662,1.94,0.029,0.11,306.36,49.09,43.64,38.42,13.07,AVOID - Poor risk-adjusted score
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,56,73.09,-0.106,0.644,2.14,0.029,0.25,202.48,51.5,47.11,41.0,13.07,AVOID - Poor risk-adjusted score
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,56,40.46,0.099,0.804,1.79,0.044,0.0,762.91,69.69,32.52,36.48,13.07,AVOID - Poor risk-adjusted score
UNP,Union Pacific Corporation,Industrials,Railroads,56,59.47,-0.052,0.509,1.17,0.02,0.11,429.59,45.47,30.24,28.3,13.02,AVOID - Poor risk-adjusted score
QFIN,"Qfin Holdings, Inc.",Financial Services,Credit Services,56,72.62,-0.135,0.753,2.52,0.035,0.25,209.34,54.2,54.65,45.76,13.01,AVOID - Poor risk-adjusted score
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,56,43.11,0.143,0.888,2.45,0.057,0.0,720.14,70.95,38.29,44.86,12.99,AVOID - Poor risk-adjusted score
PBR,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,56,46.57,0.056,0.575,1.2,0.026,0.11,662.34,66.84,26.76,28.64,12.99,AVOID - Poor risk-adjusted score
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,56,73.51,-0.116,0.674,2.28,0.031,0.04,197.05,47.84,49.52,42.55,12.98,AVOID - Poor risk-adjusted score
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,56,66.2,-0.051,0.464,1.22,0.018,0.2,302.93,46.09,30.74,28.78,12.97,AVOID - Poor risk-adjusted score
EQR,Equity Residential,Real Estate,REIT - Residential,56,54.3,-0.096,0.754,1.79,0.033,0.13,519.34,51.88,40.97,36.13,12.94,AVOID - Poor risk-adjusted score
BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,56,39.34,0.078,0.738,1.46,0.037,0.07,778.84,69.88,29.04,31.83,12.92,AVOID - Poor risk-adjusted score
SOFI,"SoFi Technologies, Inc.",Financial Services,Credit Services,56,39.1,0.096,0.802,1.72,0.044,0.13,782.07,72.19,31.35,35.02,12.86,AVOID - Poor risk-adjusted score
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,56,58.3,-0.141,0.901,2.4,0.041,0.16,448.38,56.19,52.54,43.64,12.83,AVOID - Poor risk-adjusted score
ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,56,53.89,0.038,0.438,0.94,0.017,0.02,523.39,41.77,23.62,24.75,12.78,AVOID - Poor risk-adjusted score
RDN,Radian Group Inc.,Financial Services,Insurance - Specialty,56,64.82,-0.111,0.712,2.13,0.033,0.09,328.0,49.89,46.14,39.9,12.76,AVOID - Poor risk-adjusted score
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,56,49.69,0.074,0.595,1.56,0.031,0.07,601.14,66.17,29.58,32.29,12.62,AVOID - Poor risk-adjusted score
ROKU,"Roku, Inc.",Communication Services,Entertainment,56,85.11,0.017,0.23,0.58,0.007,0.0,60.34,36.2,19.54,19.96,12.6,AVOID - Poor risk-adjusted score
JKS,"JinkoSolar Holding Co., Ltd.",Technology,Solar,56,31.1,0.068,0.823,1.2,0.039,0.13,864.45,73.36,25.59,27.73,12.59,AVOID - Poor risk-adjusted score
CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,56,54.96,0.151,0.744,2.84,0.052,0.07,507.61,68.62,40.91,48.3,12.59,AVOID - Poor risk-adjusted score
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,56,57.73,0.184,0.783,3.37,0.058,0.09,456.05,69.49,45.22,54.97,12.59,AVOID - Poor risk-adjusted score
UMC,United Microelectronics Corporation,Technology,Semiconductors,56,53.51,-0.03,0.428,0.75,0.014,0.07,531.3,42.9,22.92,22.05,12.58,AVOID - Poor risk-adjusted score
OGE,OGE Energy Corp.,Utilities,Utilities - Regulated Electric,56,49.17,-0.074,0.685,1.45,0.03,0.05,607.73,48.68,33.67,30.58,12.47,AVOID - Poor risk-adjusted score
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,56,50.21,-0.073,0.665,1.45,0.029,0.15,589.38,49.99,33.41,30.4,12.43,AVOID - Poor risk-adjusted score
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,56,48.93,0.044,0.487,1.03,0.021,0.02,615.27,42.88,23.84,25.15,12.41,AVOID - Poor risk-adjusted score
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,56,57.93,0.166,0.737,3.12,0.054,0.04,451.95,67.45,42.68,51.04,12.4,AVOID - Poor risk-adjusted score
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,56,42.85,0.1,0.742,1.88,0.044,0.09,726.02,69.69,31.8,35.7,12.39,AVOID - Poor risk-adjusted score
HUM,Humana Inc.,Healthcare,Healthcare Plans,56,51.49,0.09,0.618,1.86,0.036,0.15,565.73,67.86,31.84,35.38,12.39,AVOID - Poor risk-adjusted score
SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,56,51.49,0.192,0.857,3.36,0.065,0.05,568.3,70.27,44.11,53.97,12.38,AVOID - Poor risk-adjusted score
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,56,47.97,0.066,0.575,1.41,0.029,0.05,635.21,65.4,27.59,29.86,12.37,AVOID - Poor risk-adjusted score
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,56,51.92,0.097,0.63,1.98,0.038,0.09,557.21,66.91,32.71,36.6,12.29,AVOID - Poor risk-adjusted score
CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,56,57.55,0.113,0.622,2.32,0.04,0.22,461.95,68.98,35.78,40.72,12.26,AVOID - Poor risk-adjusted score
THO,"THOR Industries, Inc.",Consumer Cyclical,Recreational Vehicles,56,51.12,0.058,0.516,1.31,0.026,0.25,572.48,68.01,26.37,28.28,12.25,AVOID - Poor risk-adjusted score
