ticker,CompanyName,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,58,88.84,0.06,0.439,1.51,0.017,0.04,32.0,42.19,39.05,41.94,16.73,AVOID - Poor risk-adjusted score
LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,58,72.11,-0.071,0.63,1.49,0.021,0.09,214.53,48.58,45.42,41.44,16.63,AVOID - Poor risk-adjusted score
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,58,86.5,0.155,0.675,3.16,0.037,0.07,54.67,68.0,58.4,69.19,16.63,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,58,68.32,-0.043,0.512,0.99,0.015,0.25,269.45,48.83,35.0,33.15,16.62,AVOID - Poor risk-adjusted score
FOUR,"Shift4 Payments, Inc.",Technology,Software - Infrastructure,58,57.61,0.11,0.784,2.08,0.036,0.0,460.78,69.89,45.14,51.2,16.61,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,58,70.68,-0.064,0.604,1.37,0.019,0.07,234.45,47.58,42.68,39.32,16.6,AVOID - Poor risk-adjusted score
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,58,50.0,0.052,0.646,1.07,0.021,0.02,594.16,67.57,32.29,34.35,16.57,AVOID - Poor risk-adjusted score
MKSI,MKS Inc.,Technology,Scientific & Technical Instruments,58,49.47,0.055,0.664,1.12,0.023,0.02,604.41,68.01,32.85,35.08,16.55,AVOID - Poor risk-adjusted score
AYI,Acuity Inc.,Industrials,Electrical Equipment & Parts,58,71.6,0.132,0.718,2.6,0.036,0.12,222.55,70.35,51.38,59.53,16.54,AVOID - Poor risk-adjusted score
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,58,68.07,-0.111,0.845,2.01,0.03,0.16,272.97,55.54,57.5,49.75,16.5,AVOID - Poor risk-adjusted score
BF-B,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,58,62.75,0.061,0.574,1.35,0.022,0.12,361.97,67.52,36.0,38.73,16.49,AVOID - Poor risk-adjusted score
FIVE,"Five Below, Inc.",Consumer Cyclical,Specialty Retail,58,59.64,0.104,0.742,2.03,0.034,0.3,422.33,74.83,44.26,49.91,16.49,AVOID - Poor risk-adjusted score
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,58,67.96,0.165,0.82,3.05,0.045,0.11,278.5,72.21,55.69,66.56,16.44,AVOID - Poor risk-adjusted score
ZD,"Ziff Davis, Inc.",Communication Services,Advertising Agencies,58,57.55,0.068,0.639,1.43,0.025,0.04,461.53,67.39,36.77,39.87,16.43,AVOID - Poor risk-adjusted score
X,Unknown,Unknown,Unknown,51,45.1,-0.034,0.623,0.64,0.014,0.04,692.1,48.07,28.08,26.89,16.42,AVOID - Poor risk-adjusted score
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,58,75.24,0.111,0.639,2.33,0.031,0.02,175.59,66.44,48.11,54.62,16.42,AVOID - Poor risk-adjusted score
PDCO,Unknown,Unknown,Unknown,7,47.11,-0.099,0.507,0.28,0.006,0.0,644.71,44.61,23.86,20.97,16.41,AVOID - Poor risk-adjusted score
PK,Park Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel,58,35.4,0.026,0.681,0.52,0.015,0.19,829.69,72.81,24.1,24.87,16.35,AVOID - Poor risk-adjusted score
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,58,65.22,-0.084,0.734,1.64,0.025,0.3,320.03,55.47,47.87,42.92,16.26,AVOID - Poor risk-adjusted score
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,58,53.65,-0.076,0.805,1.41,0.026,0.07,530.9,52.93,43.19,39.16,16.24,AVOID - Poor risk-adjusted score
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,58,63.24,0.074,0.61,1.59,0.025,0.25,353.12,70.68,38.56,42.11,16.23,AVOID - Poor risk-adjusted score
FSS,Federal Signal Corporation,Industrials,Pollution & Treatment Controls,58,70.9,0.071,0.548,1.6,0.023,0.0,230.62,64.17,38.83,42.23,16.23,AVOID - Poor risk-adjusted score
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,58,51.07,0.089,0.767,1.69,0.033,0.09,573.24,71.46,39.19,43.46,16.14,AVOID - Poor risk-adjusted score
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,58,77.21,-0.11,0.754,2.13,0.028,0.09,150.19,51.62,58.23,50.39,16.11,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,58,69.89,-0.043,0.492,1.02,0.015,0.21,246.17,47.49,34.36,32.52,16.06,AVOID - Poor risk-adjusted score
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,58,61.22,0.045,0.512,1.06,0.017,0.04,393.03,64.32,31.32,33.09,16.05,AVOID - Poor risk-adjusted score
EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure,58,53.73,-0.061,0.709,1.2,0.022,0.28,528.6,54.65,38.11,35.25,15.99,AVOID - Poor risk-adjusted score
VIAV,Viavi Solutions Inc.,Technology,Communication Equipment,58,67.95,0.032,0.414,0.84,0.012,0.09,276.26,42.95,28.16,29.29,15.94,AVOID - Poor risk-adjusted score
OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,58,61.24,0.053,0.541,1.22,0.02,0.11,392.5,66.35,33.14,35.35,15.94,AVOID - Poor risk-adjusted score
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,58,52.46,0.041,0.555,0.92,0.018,0.14,548.05,67.71,29.14,30.63,15.93,AVOID - Poor risk-adjusted score
PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,58,80.85,0.034,0.368,0.95,0.012,0.18,110.38,43.38,29.76,31.04,15.91,AVOID - Poor risk-adjusted score
EFX,Equifax Inc.,Industrials,Consulting Services,58,62.53,-0.04,0.514,0.92,0.015,0.19,367.95,47.81,32.16,30.58,15.91,AVOID - Poor risk-adjusted score
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,58,54.89,-0.073,0.762,1.4,0.025,0.07,507.12,51.72,41.83,38.06,15.89,AVOID - Poor risk-adjusted score
O,Realty Income Corporation,Real Estate,REIT - Retail,58,61.16,-0.051,0.588,1.12,0.018,0.09,393.95,47.56,35.97,33.67,15.87,AVOID - Poor risk-adjusted score
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,58,60.37,-0.111,0.901,1.96,0.033,0.23,412.14,58.33,54.37,47.0,15.86,AVOID - Poor risk-adjusted score
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,58,62.15,-0.037,0.5,0.88,0.014,0.04,375.45,44.3,31.09,29.66,15.81,AVOID - Poor risk-adjusted score
BLD,TopBuild Corp.,Industrials,Engineering & Construction,58,65.08,0.2,0.893,3.54,0.054,0.07,325.74,72.76,58.14,71.58,15.76,AVOID - Poor risk-adjusted score
MOMO,Hello Group Inc.,Communication Services,Internet Content & Information,58,55.39,-0.021,0.442,0.52,0.009,0.04,499.0,43.02,24.48,23.85,15.67,AVOID - Poor risk-adjusted score
PDD,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,58,83.9,0.083,0.501,1.96,0.023,0.16,75.83,65.86,42.06,46.36,15.64,AVOID - Poor risk-adjusted score
ENOV,Enovis Corporation,Healthcare,Medical Devices,58,41.91,-0.049,0.768,0.94,0.022,0.16,741.67,53.97,32.2,30.24,15.62,AVOID - Poor risk-adjusted score
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,58,50.39,0.08,0.724,1.58,0.031,0.04,587.07,69.28,36.46,40.07,15.54,AVOID - Poor risk-adjusted score
Z,"Zillow Group, Inc.",Communication Services,Internet Content & Information,58,45.01,0.094,0.837,1.71,0.038,0.16,689.5,74.48,37.69,42.02,15.5,AVOID - Poor risk-adjusted score
NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,58,59.6,0.159,0.848,2.88,0.048,0.09,422.93,72.37,50.57,60.09,15.48,AVOID - Poor risk-adjusted score
TT,Trane Technologies plc,Industrials,Building Products & Equipment,58,72.23,-0.087,0.669,1.79,0.025,0.19,213.47,51.45,48.31,43.12,15.46,AVOID - Poor risk-adjusted score
HLIT,Harmonic Inc.,Technology,Communication Equipment,58,65.11,-0.083,0.705,1.66,0.026,0.09,321.07,50.34,45.88,41.16,15.45,AVOID - Poor risk-adjusted score
PSA,Public Storage,Real Estate,REIT - Industrial,58,63.43,-0.091,0.757,1.76,0.028,0.16,352.78,53.09,48.01,42.62,15.45,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,58,65.45,0.039,0.445,0.98,0.015,0.12,316.48,44.31,29.13,30.55,15.4,AVOID - Poor risk-adjusted score
FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery,58,54.54,0.065,0.62,1.38,0.025,0.04,512.74,66.79,33.84,36.56,15.37,AVOID - Poor risk-adjusted score
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,58,53.46,0.095,0.731,1.85,0.035,0.02,530.22,68.82,39.09,43.62,15.3,AVOID - Poor risk-adjusted score
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,58,69.25,0.175,0.787,3.3,0.048,0.02,258.93,69.18,54.47,65.65,15.28,AVOID - Poor risk-adjusted score
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,58,77.47,-0.084,0.612,1.79,0.023,0.0,147.57,46.04,47.39,42.51,15.25,AVOID - Poor risk-adjusted score
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,58,57.15,0.109,0.735,2.13,0.037,0.04,468.43,69.04,42.02,47.61,15.22,AVOID - Poor risk-adjusted score
NOW,"ServiceNow, Inc.",Technology,Software - Application,58,86.75,-0.158,0.838,2.89,0.033,0.26,48.95,57.08,72.73,59.05,15.17,AVOID - Poor risk-adjusted score
HSY,The Hershey Company,Consumer Defensive,Confectioners,58,58.62,0.08,0.631,1.68,0.029,0.14,441.57,68.88,37.01,40.65,15.17,AVOID - Poor risk-adjusted score
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,58,48.88,0.092,0.763,1.76,0.036,0.23,618.52,73.86,37.31,41.51,15.04,AVOID - Poor risk-adjusted score
EPR,EPR Properties,Real Estate,REIT - Specialty,58,55.78,-0.087,0.795,1.64,0.029,0.12,491.03,53.36,44.34,39.57,14.98,AVOID - Poor risk-adjusted score
GLW,Corning Incorporated,Technology,Electronic Components,58,63.86,0.11,0.671,2.24,0.035,0.09,345.4,68.36,42.82,48.55,14.96,AVOID - Poor risk-adjusted score
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,58,52.68,-0.04,0.562,0.89,0.017,0.02,545.47,45.54,29.62,28.15,14.91,AVOID - Poor risk-adjusted score
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,58,46.06,-0.073,0.83,1.34,0.029,0.16,671.14,55.16,38.24,34.8,14.9,AVOID - Poor risk-adjusted score
ROKU,"Roku, Inc.",Communication Services,Entertainment,58,85.15,0.019,0.272,0.61,0.007,0.04,60.03,38.15,23.16,23.71,14.73,AVOID - Poor risk-adjusted score
INCY,Incyte Corporation,Healthcare,Biotechnology,58,89.78,0.265,0.769,5.05,0.056,0.04,35.16,68.14,69.03,89.03,14.71,AVOID - Poor risk-adjusted score
HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,58,58.06,-0.07,0.676,1.44,0.025,0.12,455.19,50.25,39.23,35.81,14.7,AVOID - Poor risk-adjusted score
WU,The Western Union Company,Financial Services,Credit Services,58,38.1,-0.057,0.841,1.03,0.027,0.07,797.9,53.93,32.05,29.8,14.67,AVOID - Poor risk-adjusted score
SNDR,"Schneider National, Inc.",Industrials,Trucking,58,54.3,0.064,0.597,1.39,0.026,0.07,517.31,66.77,32.43,35.01,14.67,AVOID - Poor risk-adjusted score
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,58,79.71,-0.045,0.418,1.16,0.015,0.02,122.36,41.44,33.33,31.48,14.59,AVOID - Poor risk-adjusted score
LIN,Linde plc,Basic Materials,Specialty Chemicals,58,68.14,-0.036,0.431,0.92,0.014,0.18,272.64,45.07,29.34,28.02,14.58,AVOID - Poor risk-adjusted score
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,58,70.51,0.039,0.401,1.03,0.015,0.14,235.9,43.37,28.28,29.66,14.58,AVOID - Poor risk-adjusted score
LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,58,59.79,0.106,0.68,2.15,0.036,0.23,419.91,71.36,40.66,45.93,14.57,AVOID - Poor risk-adjusted score
BP,BP p.l.c.,Energy,Oil & Gas Integrated,58,43.91,0.091,0.806,1.7,0.039,0.14,708.57,73.1,35.37,39.33,14.57,AVOID - Poor risk-adjusted score
TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,58,52.31,0.101,0.735,1.97,0.038,0.12,549.22,70.75,38.45,43.19,14.56,AVOID - Poor risk-adjusted score
MNSO,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,58,61.1,0.045,0.471,1.09,0.018,0.02,395.79,42.7,28.79,30.4,14.53,AVOID - Poor risk-adjusted score
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,58,60.16,-0.087,0.728,1.7,0.028,0.3,415.74,54.99,43.82,39.15,14.51,AVOID - Poor risk-adjusted score
BAM,Brookfield Asset Management Ltd.,Financial Services,Asset Management,58,83.72,-0.114,0.67,2.33,0.028,0.14,76.38,50.13,56.11,48.32,14.5,AVOID - Poor risk-adjusted score
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",58,48.81,0.127,0.85,2.3,0.047,0.23,621.17,75.35,41.49,47.86,14.49,AVOID - Poor risk-adjusted score
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,58,84.31,0.253,0.778,4.81,0.057,0.05,80.09,68.7,65.63,84.02,14.47,AVOID - Poor risk-adjusted score
RSG,"Republic Services, Inc.",Industrials,Waste Management,58,59.26,-0.1,0.798,1.88,0.032,0.11,433.12,52.88,47.3,41.49,14.41,AVOID - Poor risk-adjusted score
CNI,Canadian National Railway Company,Industrials,Railroads,58,55.62,-0.061,0.636,1.28,0.023,0.21,494.76,50.99,35.38,32.71,14.35,AVOID - Poor risk-adjusted score
ABT,Abbott Laboratories,Healthcare,Medical Devices,58,77.49,-0.039,0.397,1.04,0.013,0.02,147.1,40.9,30.73,29.23,14.33,AVOID - Poor risk-adjusted score
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,58,65.98,-0.111,0.779,2.11,0.032,0.18,306.62,53.7,51.43,44.46,14.3,AVOID - Poor risk-adjusted score
TREE,"LendingTree, Inc.",Financial Services,Financial Conglomerates,58,46.63,0.117,0.842,2.14,0.046,0.19,661.79,74.53,39.25,44.84,14.29,AVOID - Poor risk-adjusted score
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,58,61.91,-0.027,0.408,0.71,0.011,0.12,379.41,43.55,25.25,24.4,14.28,AVOID - Poor risk-adjusted score
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,58,59.42,-0.05,0.542,1.13,0.019,0.12,429.55,46.8,32.2,30.2,14.16,AVOID - Poor risk-adjusted score
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,58,91.0,-0.153,0.752,2.95,0.032,0.3,22.71,55.28,68.43,55.96,14.16,AVOID - Poor risk-adjusted score
IBM,International Business Machines Corporation,Technology,Information Technology Services,58,63.08,-0.11,0.791,2.06,0.033,0.02,358.71,50.81,49.9,43.22,14.1,AVOID - Poor risk-adjusted score
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,58,70.65,-0.071,0.563,1.58,0.022,0.14,235.86,47.47,39.8,36.31,14.06,AVOID - Poor risk-adjusted score
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,58,62.03,0.075,0.555,1.68,0.027,0.04,375.66,64.65,34.45,37.64,14.03,AVOID - Poor risk-adjusted score
HLF,Herbalife Ltd.,Consumer Defensive,Packaged Foods,58,38.08,0.095,0.886,1.69,0.044,0.23,797.69,76.71,33.75,37.69,14.0,AVOID - Poor risk-adjusted score
DXC,DXC Technology Company,Technology,Information Technology Services,58,39.79,-0.064,0.83,1.18,0.03,0.04,772.86,52.64,33.03,30.4,13.96,AVOID - Poor risk-adjusted score
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,58,57.72,0.108,0.681,2.19,0.038,0.02,460.36,66.98,39.28,44.45,13.95,AVOID - Poor risk-adjusted score
CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,58,67.53,-0.054,0.503,1.28,0.019,0.11,281.98,45.3,33.96,31.67,13.88,AVOID - Poor risk-adjusted score
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,58,37.83,0.06,0.738,1.17,0.031,0.09,801.5,70.82,27.92,30.0,13.85,AVOID - Poor risk-adjusted score
BCE,BCE Inc.,Communication Services,Telecom Services,58,41.2,0.054,0.66,1.11,0.027,0.09,750.5,68.87,27.2,29.02,13.76,AVOID - Poor risk-adjusted score
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,58,66.14,-0.052,0.497,1.24,0.019,0.19,303.48,46.91,32.89,30.76,13.75,AVOID - Poor risk-adjusted score
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,58,79.05,-0.086,0.567,1.91,0.024,0.12,130.38,47.04,44.8,40.05,13.75,AVOID - Poor risk-adjusted score
UNP,Union Pacific Corporation,Industrials,Railroads,58,59.4,-0.053,0.544,1.2,0.02,0.14,430.69,47.1,32.29,30.18,13.73,AVOID - Poor risk-adjusted score
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,58,86.46,-0.15,0.753,2.89,0.033,0.09,52.62,50.99,65.09,53.43,13.72,AVOID - Poor risk-adjusted score
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,58,63.33,-0.081,0.643,1.68,0.027,0.09,354.55,48.39,40.73,36.69,13.68,AVOID - Poor risk-adjusted score
CTAS,Cintas Corporation,Industrials,Specialty Business Services,58,76.83,-0.031,0.349,0.89,0.012,0.19,154.91,43.19,26.85,25.8,13.67,AVOID - Poor risk-adjusted score
NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,58,77.25,-0.032,0.348,0.9,0.012,0.05,149.22,40.33,26.89,25.83,13.6,AVOID - Poor risk-adjusted score
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,58,62.19,0.188,0.799,3.52,0.057,0.09,375.4,70.08,49.72,60.61,13.41,AVOID - Poor risk-adjusted score
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,58,72.17,0.034,0.348,0.96,0.013,0.09,213.09,40.87,25.15,26.21,13.35,AVOID - Poor risk-adjusted score
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,58,83.82,-0.052,0.403,1.37,0.016,0.07,75.67,41.85,33.75,31.57,13.34,AVOID - Poor risk-adjusted score
TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,58,48.63,0.119,0.78,2.25,0.046,0.14,624.21,71.58,37.93,43.41,13.34,AVOID - Poor risk-adjusted score
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,58,65.84,-0.098,0.686,1.98,0.03,0.14,307.93,50.37,45.14,39.72,13.33,AVOID - Poor risk-adjusted score
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,58,73.01,-0.104,0.658,2.15,0.029,0.28,203.5,52.4,48.01,41.91,13.32,AVOID - Poor risk-adjusted score
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,58,73.71,-0.029,0.344,0.84,0.011,0.23,193.16,43.76,25.38,24.45,13.32,AVOID - Poor risk-adjusted score
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,58,50.52,0.047,0.519,1.1,0.022,0.05,583.91,64.46,26.23,27.77,13.24,AVOID - Poor risk-adjusted score
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,58,39.2,-0.037,0.628,0.77,0.02,0.25,781.69,51.77,24.61,23.48,13.24,AVOID - Poor risk-adjusted score
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,58,66.33,0.141,0.664,2.89,0.044,0.05,304.72,66.6,44.02,51.47,13.21,AVOID - Poor risk-adjusted score
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,58,75.93,0.03,0.317,0.9,0.012,0.26,167.19,43.58,24.06,24.97,13.14,AVOID - Poor risk-adjusted score
QFIN,"Qfin Holdings, Inc.",Financial Services,Credit Services,58,72.51,-0.133,0.766,2.55,0.035,0.21,210.81,53.68,55.56,46.63,13.13,AVOID - Poor risk-adjusted score
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,58,40.57,0.1,0.822,1.85,0.046,0.0,761.0,70.1,33.34,37.44,13.13,AVOID - Poor risk-adjusted score
UMC,United Microelectronics Corporation,Technology,Semiconductors,58,53.49,-0.03,0.445,0.75,0.014,0.07,531.84,43.36,23.81,22.92,13.09,AVOID - Poor risk-adjusted score
TEL,TE Connectivity plc,Technology,Electronic Components,58,68.8,-0.037,0.396,0.99,0.014,0.04,262.67,41.14,27.23,25.97,13.06,AVOID - Poor risk-adjusted score
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,58,81.69,-0.062,0.444,1.57,0.019,0.0,100.36,41.41,36.29,33.48,13.04,AVOID - Poor risk-adjusted score
EQR,Equity Residential,Real Estate,REIT - Residential,58,54.23,-0.094,0.763,1.81,0.033,0.12,520.62,52.0,41.35,36.57,13.03,AVOID - Poor risk-adjusted score
THO,"THOR Industries, Inc.",Consumer Cyclical,Recreational Vehicles,58,51.2,0.06,0.555,1.35,0.026,0.25,571.17,68.93,28.42,30.54,13.0,AVOID - Poor risk-adjusted score
BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,58,39.4,0.075,0.742,1.47,0.037,0.07,777.86,69.94,29.23,31.96,12.96,AVOID - Poor risk-adjusted score
RDN,Radian Group Inc.,Financial Services,Insurance - Specialty,58,64.72,-0.11,0.728,2.16,0.033,0.12,329.62,50.98,47.15,40.83,12.94,AVOID - Poor risk-adjusted score
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,58,45.16,0.057,0.6,1.24,0.027,0.19,688.21,69.1,27.07,29.0,12.94,AVOID - Poor risk-adjusted score
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,58,73.2,-0.03,0.342,0.87,0.012,0.21,200.6,43.3,25.07,24.12,12.92,AVOID - Poor risk-adjusted score
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,58,43.21,0.139,0.886,2.47,0.057,0.04,718.36,71.57,38.28,44.67,12.88,AVOID - Poor risk-adjusted score
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,58,73.46,-0.109,0.658,2.26,0.031,0.04,197.53,47.36,48.3,41.87,12.86,AVOID - Poor risk-adjusted score
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,58,54.66,-0.096,0.755,1.85,0.034,0.05,511.36,50.33,41.27,36.42,12.8,AVOID - Poor risk-adjusted score
CNM,"Core & Main, Inc.",Industrials,Industrial Distribution,58,58.75,0.024,0.356,0.68,0.012,0.07,440.91,40.92,20.91,21.55,12.79,AVOID - Poor risk-adjusted score
HUM,Humana Inc.,Healthcare,Healthcare Plans,58,51.62,0.095,0.656,1.96,0.038,0.18,563.43,69.4,33.86,37.79,12.79,AVOID - Poor risk-adjusted score
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,58,48.03,0.066,0.597,1.43,0.03,0.09,633.95,66.69,28.67,31.0,12.78,AVOID - Poor risk-adjusted score
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,58,58.22,-0.136,0.891,2.4,0.041,0.16,449.78,55.77,51.89,43.42,12.76,AVOID - Poor risk-adjusted score
OGE,OGE Energy Corp.,Utilities,Utilities - Regulated Electric,58,49.1,-0.074,0.703,1.47,0.03,0.09,608.79,49.85,34.52,31.38,12.7,AVOID - Poor risk-adjusted score
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,58,50.14,-0.073,0.687,1.47,0.029,0.18,590.57,51.18,34.43,31.34,12.69,AVOID - Poor risk-adjusted score
SOFI,"SoFi Technologies, Inc.",Financial Services,Credit Services,58,39.15,0.091,0.791,1.72,0.044,0.12,781.24,71.81,30.98,34.45,12.68,AVOID - Poor risk-adjusted score
CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,58,55.09,0.148,0.754,2.86,0.052,0.07,505.41,68.84,41.55,48.93,12.67,AVOID - Poor risk-adjusted score
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,58,81.8,-0.036,0.334,1.06,0.013,0.02,99.91,39.06,27.28,26.04,12.66,AVOID - Poor risk-adjusted score
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,58,57.91,0.183,0.798,3.43,0.059,0.09,452.72,69.78,46.23,56.13,12.66,AVOID - Poor risk-adjusted score
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,58,50.37,-0.038,0.502,0.91,0.018,0.05,586.33,44.32,25.29,24.08,12.64,AVOID - Poor risk-adjusted score
GSK,GSK plc,Healthcare,Drug Manufacturers - General,58,64.02,-0.024,0.343,0.68,0.011,0.07,339.86,40.62,21.94,21.29,12.63,AVOID - Poor risk-adjusted score
OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,58,49.45,-0.055,0.601,1.19,0.024,0.05,601.55,46.66,29.7,27.66,12.62,AVOID - Poor risk-adjusted score
RGLD,"Royal Gold, Inc.",Basic Materials,Gold,58,83.72,-0.049,0.375,1.34,0.016,0.04,75.97,40.36,31.41,29.49,12.61,AVOID - Poor risk-adjusted score
PBR,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,58,46.72,0.065,0.601,1.41,0.03,0.11,659.45,67.11,28.07,30.35,12.59,AVOID - Poor risk-adjusted score
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,58,50.27,0.068,0.577,1.5,0.03,0.04,589.47,65.04,29.03,31.48,12.58,AVOID - Poor risk-adjusted score
JKS,"JinkoSolar Holding Co., Ltd.",Technology,Solar,58,31.18,0.069,0.84,1.26,0.04,0.16,863.76,74.31,26.19,28.43,12.57,AVOID - Poor risk-adjusted score
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,58,49.73,0.071,0.587,1.54,0.031,0.04,600.36,65.22,29.21,31.77,12.49,AVOID - Poor risk-adjusted score
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,58,62.21,-0.085,0.627,1.8,0.029,0.04,374.79,46.63,39.03,34.94,12.48,AVOID - Poor risk-adjusted score
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,58,58.05,0.161,0.741,3.13,0.054,0.0,449.6,66.86,43.05,51.26,12.42,AVOID - Poor risk-adjusted score
PKX,POSCO Holdings Inc.,Basic Materials,Steel,58,40.94,0.053,0.607,1.14,0.028,0.05,754.86,66.48,24.85,26.49,12.39,AVOID - Poor risk-adjusted score
