ticker,CompanyName,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
T,AT&T Inc.,Communication Services,Telecom Services,57,55.85,-0.061,0.71,1.19,0.021,0.09,490.04,50.94,39.63,36.64,16.73,AVOID - Poor risk-adjusted score
FOUR,"Shift4 Payments, Inc.",Technology,Software - Infrastructure,57,57.58,0.113,0.788,2.09,0.036,0.02,461.51,70.37,45.36,51.57,16.71,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,57,86.55,-0.039,0.405,1.0,0.012,0.04,45.91,41.71,35.04,33.35,16.69,AVOID - Poor risk-adjusted score
QGEN,Qiagen N.V.,Healthcare,Diagnostics & Research,57,76.18,-0.053,0.515,1.21,0.016,0.02,163.61,44.21,39.21,36.64,16.6,AVOID - Poor risk-adjusted score
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,57,68.13,-0.11,0.837,1.98,0.029,0.18,272.25,55.77,57.0,49.36,16.58,AVOID - Poor risk-adjusted score
AYI,Acuity Inc.,Industrials,Electrical Equipment & Parts,57,71.55,0.133,0.714,2.6,0.036,0.11,223.25,69.94,51.1,59.31,16.5,AVOID - Poor risk-adjusted score
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,57,86.43,0.156,0.665,3.14,0.036,0.09,55.21,68.11,57.49,68.14,16.46,AVOID - Poor risk-adjusted score
FIVE,"Five Below, Inc.",Consumer Cyclical,Specialty Retail,57,59.57,0.102,0.728,1.97,0.033,0.29,423.89,74.27,43.39,48.81,16.45,AVOID - Poor risk-adjusted score
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,57,67.89,0.166,0.815,3.03,0.045,0.09,279.61,71.78,55.33,66.21,16.44,AVOID - Poor risk-adjusted score
X,Unknown,Unknown,Unknown,51,45.1,-0.034,0.623,0.64,0.014,0.04,692.1,48.07,28.08,26.89,16.42,AVOID - Poor risk-adjusted score
PDCO,Unknown,Unknown,Unknown,7,47.11,-0.099,0.507,0.28,0.006,0.0,644.71,44.61,23.86,20.97,16.41,AVOID - Poor risk-adjusted score
LPX,Louisiana-Pacific Corporation,Industrials,Building Products & Equipment,57,72.15,-0.07,0.614,1.47,0.02,0.07,214.09,47.8,44.28,40.44,16.36,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,57,70.72,-0.063,0.589,1.36,0.019,0.09,234.0,47.55,41.67,38.41,16.3,AVOID - Poor risk-adjusted score
FSS,Federal Signal Corporation,Industrials,Pollution & Treatment Controls,57,70.88,0.073,0.55,1.61,0.023,0.02,230.96,64.59,38.99,42.49,16.28,AVOID - Poor risk-adjusted score
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,57,75.19,0.112,0.631,2.32,0.031,0.0,176.16,65.84,47.43,53.89,16.24,AVOID - Poor risk-adjusted score
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,57,53.68,-0.077,0.802,1.41,0.026,0.09,530.44,53.24,43.07,39.0,16.21,AVOID - Poor risk-adjusted score
ZD,"Ziff Davis, Inc.",Communication Services,Advertising Agencies,57,57.51,0.068,0.626,1.41,0.025,0.02,462.32,66.69,36.03,39.07,16.18,AVOID - Poor risk-adjusted score
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,57,65.26,-0.083,0.721,1.61,0.025,0.29,319.26,54.88,47.07,42.24,16.17,AVOID - Poor risk-adjusted score
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,57,51.04,0.09,0.767,1.69,0.033,0.11,573.75,71.85,39.17,43.51,16.17,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,57,74.61,-0.035,0.424,0.88,0.012,0.12,182.35,44.05,31.64,30.27,16.14,AVOID - Poor risk-adjusted score
BF-B,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,57,62.72,0.061,0.559,1.34,0.021,0.11,362.82,66.78,35.06,37.71,16.13,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,57,68.35,-0.042,0.492,0.98,0.014,0.23,269.09,47.98,33.65,31.9,16.11,AVOID - Poor risk-adjusted score
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,57,61.21,0.047,0.514,1.07,0.017,0.02,393.32,64.04,31.48,33.3,16.1,AVOID - Poor risk-adjusted score
PK,Park Hotels & Resorts Inc.,Real Estate,REIT - Hotel & Motel,57,35.38,0.025,0.664,0.51,0.014,0.18,829.88,72.05,23.48,24.22,16.08,AVOID - Poor risk-adjusted score
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,57,77.26,-0.11,0.745,2.11,0.027,0.07,149.49,51.04,57.53,49.78,16.03,AVOID - Poor risk-adjusted score
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,57,88.8,0.059,0.419,1.49,0.017,0.02,32.18,41.24,37.18,39.88,16.03,AVOID - Poor risk-adjusted score
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,57,60.42,-0.111,0.896,1.94,0.032,0.21,411.14,57.97,54.15,46.8,15.93,AVOID - Poor risk-adjusted score
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,57,63.2,0.073,0.592,1.57,0.025,0.23,354.0,69.93,37.44,40.84,15.89,AVOID - Poor risk-adjusted score
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,57,54.92,-0.074,0.762,1.4,0.025,0.05,506.75,51.4,41.87,38.04,15.88,AVOID - Poor risk-adjusted score
EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure,57,53.77,-0.06,0.694,1.18,0.022,0.27,527.98,54.0,37.34,34.57,15.86,AVOID - Poor risk-adjusted score
BLD,TopBuild Corp.,Industrials,Engineering & Construction,57,65.0,0.202,0.891,3.51,0.054,0.05,327.28,72.39,57.91,71.38,15.81,AVOID - Poor risk-adjusted score
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,57,52.44,0.041,0.548,0.92,0.018,0.16,548.35,67.88,28.71,30.19,15.72,AVOID - Poor risk-adjusted score
PDD,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,57,83.79,0.076,0.48,1.81,0.022,0.14,76.68,45.1,40.22,44.0,15.68,AVOID - Poor risk-adjusted score
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,57,48.87,0.096,0.793,1.77,0.036,0.25,618.7,75.16,38.76,43.33,15.62,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,57,69.91,-0.043,0.475,1.02,0.015,0.21,245.79,47.07,33.18,31.42,15.59,AVOID - Poor risk-adjusted score
OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,57,61.22,0.053,0.527,1.21,0.02,0.12,393.12,66.34,32.28,34.42,15.58,AVOID - Poor risk-adjusted score
O,Realty Income Corporation,Real Estate,REIT - Retail,57,61.19,-0.051,0.574,1.11,0.018,0.07,393.56,46.82,35.1,32.86,15.56,AVOID - Poor risk-adjusted score
ENOV,Enovis Corporation,Healthcare,Medical Devices,57,41.93,-0.049,0.763,0.93,0.022,0.14,741.47,53.54,32.01,30.04,15.56,AVOID - Poor risk-adjusted score
HLIT,Harmonic Inc.,Technology,Communication Equipment,57,65.13,-0.086,0.713,1.67,0.026,0.07,320.95,50.26,46.47,41.56,15.55,AVOID - Poor risk-adjusted score
NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,57,59.53,0.159,0.844,2.86,0.048,0.11,424.39,72.65,50.22,59.73,15.49,AVOID - Poor risk-adjusted score
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,57,62.17,-0.037,0.49,0.87,0.014,0.02,375.21,43.64,30.44,29.03,15.48,AVOID - Poor risk-adjusted score
Z,"Zillow Group, Inc.",Communication Services,Internet Content & Information,57,44.96,0.094,0.831,1.69,0.038,0.14,690.51,74.02,37.35,41.64,15.47,AVOID - Poor risk-adjusted score
EFX,Equifax Inc.,Industrials,Consulting Services,57,62.57,-0.038,0.489,0.89,0.014,0.21,367.42,47.52,30.57,29.13,15.41,AVOID - Poor risk-adjusted score
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,57,50.34,0.08,0.71,1.55,0.031,0.02,587.91,68.58,35.76,39.27,15.38,AVOID - Poor risk-adjusted score
PSA,Public Storage,Real Estate,REIT - Industrial,57,63.47,-0.092,0.75,1.75,0.028,0.18,352.12,53.32,47.6,42.22,15.37,AVOID - Poor risk-adjusted score
FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery,57,54.52,0.066,0.62,1.38,0.025,0.05,513.14,67.15,33.83,36.6,15.37,AVOID - Poor risk-adjusted score
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,57,69.19,0.178,0.788,3.3,0.048,0.04,259.86,69.58,54.49,65.87,15.33,AVOID - Poor risk-adjusted score
TT,Trane Technologies plc,Industrials,Building Products & Equipment,57,72.27,-0.087,0.655,1.76,0.024,0.18,212.88,50.77,47.31,42.26,15.28,AVOID - Poor risk-adjusted score
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,57,57.11,0.111,0.733,2.13,0.037,0.02,469.23,68.63,41.87,47.52,15.2,AVOID - Poor risk-adjusted score
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,57,53.41,0.095,0.723,1.84,0.034,0.0,530.96,68.24,38.61,43.11,15.19,AVOID - Poor risk-adjusted score
NOW,"ServiceNow, Inc.",Technology,Software - Application,57,86.8,-0.161,0.84,2.89,0.033,0.29,48.44,57.59,72.94,59.0,15.16,AVOID - Poor risk-adjusted score
MNSO,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,57,61.1,0.047,0.492,1.1,0.018,0.0,395.93,42.96,30.07,31.83,15.14,AVOID - Poor risk-adjusted score
HSY,The Hershey Company,Consumer Defensive,Confectioners,57,58.59,0.081,0.629,1.68,0.029,0.16,442.21,69.22,36.88,40.57,15.12,AVOID - Poor risk-adjusted score
VIAV,Viavi Solutions Inc.,Technology,Communication Equipment,57,67.92,0.03,0.384,0.8,0.012,0.07,276.95,41.76,26.06,27.04,15.0,AVOID - Poor risk-adjusted score
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,57,77.51,-0.083,0.598,1.77,0.023,0.02,147.07,46.01,46.34,41.58,15.0,AVOID - Poor risk-adjusted score
PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,57,80.8,0.031,0.335,0.87,0.011,0.16,111.0,42.18,27.07,28.1,14.99,AVOID - Poor risk-adjusted score
EPR,EPR Properties,Real Estate,REIT - Specialty,57,55.83,-0.087,0.786,1.62,0.029,0.12,490.23,53.18,43.88,39.16,14.94,AVOID - Poor risk-adjusted score
GLW,Corning Incorporated,Technology,Electronic Components,57,63.82,0.112,0.668,2.24,0.035,0.07,346.18,67.95,42.62,48.42,14.92,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,57,65.4,0.036,0.415,0.93,0.014,0.11,317.19,43.18,27.16,28.4,14.7,AVOID - Poor risk-adjusted score
INCY,Incyte Corporation,Healthcare,Biotechnology,57,89.67,0.266,0.762,5.02,0.056,0.02,35.65,67.63,68.37,88.27,14.66,AVOID - Poor risk-adjusted score
WU,The Western Union Company,Financial Services,Credit Services,57,38.13,-0.057,0.834,1.02,0.027,0.05,797.56,53.43,31.81,29.58,14.65,AVOID - Poor risk-adjusted score
SNDR,"Schneider National, Inc.",Industrials,Trucking,57,54.28,0.065,0.596,1.39,0.026,0.05,517.7,66.4,32.37,34.98,14.64,AVOID - Poor risk-adjusted score
TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,57,52.28,0.103,0.736,1.97,0.038,0.11,549.81,70.46,38.48,43.31,14.59,AVOID - Poor risk-adjusted score
HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,57,58.08,-0.071,0.669,1.43,0.025,0.14,454.77,50.47,38.86,35.44,14.58,AVOID - Poor risk-adjusted score
LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,57,59.76,0.108,0.679,2.15,0.036,0.21,420.65,71.06,40.6,45.95,14.57,AVOID - Poor risk-adjusted score
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,57,52.7,-0.039,0.545,0.88,0.017,0.04,545.07,45.4,28.71,27.31,14.55,AVOID - Poor risk-adjusted score
BP,BP p.l.c.,Energy,Oil & Gas Integrated,57,43.87,0.092,0.801,1.69,0.038,0.16,709.37,73.39,35.13,39.09,14.54,AVOID - Poor risk-adjusted score
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",57,48.75,0.126,0.843,2.27,0.047,0.21,622.42,74.92,41.08,47.36,14.5,AVOID - Poor risk-adjusted score
NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,57,77.24,-0.034,0.372,0.91,0.012,0.05,149.23,41.06,28.74,27.53,14.44,AVOID - Poor risk-adjusted score
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,57,60.19,-0.087,0.723,1.69,0.028,0.29,415.12,54.6,43.52,38.84,14.43,AVOID - Poor risk-adjusted score
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,57,84.2,0.255,0.773,4.78,0.057,0.07,81.04,68.93,65.06,83.4,14.43,AVOID - Poor risk-adjusted score
BAM,Brookfield Asset Management Ltd.,Financial Services,Asset Management,57,83.79,-0.112,0.654,2.29,0.027,0.12,75.56,49.38,54.79,47.28,14.38,AVOID - Poor risk-adjusted score
RSG,"Republic Services, Inc.",Industrials,Waste Management,57,59.31,-0.101,0.79,1.86,0.031,0.09,432.35,52.36,46.88,41.11,14.37,AVOID - Poor risk-adjusted score
TREE,"LendingTree, Inc.",Financial Services,Financial Conglomerates,57,46.56,0.116,0.833,2.09,0.045,0.18,663.23,74.09,38.8,44.26,14.34,AVOID - Poor risk-adjusted score
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,57,66.05,-0.11,0.768,2.07,0.031,0.16,305.49,53.12,50.71,43.91,14.33,AVOID - Poor risk-adjusted score
CNI,Canadian National Railway Company,Industrials,Railroads,57,55.64,-0.062,0.631,1.28,0.023,0.2,494.4,50.57,35.12,32.43,14.24,AVOID - Poor risk-adjusted score
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,57,79.73,-0.045,0.407,1.16,0.015,0.04,122.16,41.47,32.45,30.64,14.21,AVOID - Poor risk-adjusted score
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,57,61.91,-0.028,0.405,0.71,0.011,0.14,379.35,43.85,25.06,24.2,14.14,AVOID - Poor risk-adjusted score
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,57,91.09,-0.152,0.74,2.91,0.032,0.29,22.16,54.73,67.42,55.2,14.13,AVOID - Poor risk-adjusted score
HLF,Herbalife Ltd.,Consumer Defensive,Packaged Foods,57,38.02,0.094,0.881,1.65,0.043,0.21,798.72,76.37,33.49,37.35,14.11,AVOID - Poor risk-adjusted score
IBM,International Business Machines Corporation,Technology,Information Technology Services,57,63.13,-0.11,0.783,2.04,0.032,0.0,357.84,50.25,49.42,42.8,14.07,AVOID - Poor risk-adjusted score
LIN,Linde plc,Basic Materials,Specialty Chemicals,57,68.16,-0.036,0.414,0.92,0.013,0.16,272.4,44.28,28.2,26.94,14.06,AVOID - Poor risk-adjusted score
ABT,Abbott Laboratories,Healthcare,Medical Devices,57,77.51,-0.039,0.388,1.04,0.013,0.0,146.86,40.3,30.09,28.62,14.01,AVOID - Poor risk-adjusted score
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,57,70.68,-0.072,0.563,1.59,0.022,0.12,235.65,47.13,39.77,36.21,14.0,AVOID - Poor risk-adjusted score
CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,57,67.54,-0.056,0.509,1.29,0.019,0.12,281.88,45.87,34.4,32.01,13.98,AVOID - Poor risk-adjusted score
DXC,DXC Technology Company,Technology,Information Technology Services,57,39.82,-0.064,0.823,1.16,0.029,0.02,772.42,52.12,32.77,30.16,13.94,AVOID - Poor risk-adjusted score
BCE,BCE Inc.,Communication Services,Telecom Services,57,41.19,0.055,0.667,1.11,0.027,0.11,750.81,69.45,27.48,29.36,13.89,AVOID - Poor risk-adjusted score
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,57,70.46,0.035,0.37,0.96,0.014,0.12,236.61,42.23,26.05,27.2,13.89,AVOID - Poor risk-adjusted score
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,57,59.45,-0.05,0.528,1.13,0.019,0.11,429.11,46.1,31.41,29.46,13.85,AVOID - Poor risk-adjusted score
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,57,63.35,-0.083,0.655,1.69,0.027,0.11,354.4,49.13,41.52,37.26,13.84,AVOID - Poor risk-adjusted score
MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,57,37.8,0.06,0.733,1.16,0.031,0.11,801.84,71.05,27.7,29.77,13.78,AVOID - Poor risk-adjusted score
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,57,57.66,0.108,0.669,2.17,0.038,0.0,461.54,66.31,38.56,43.63,13.78,AVOID - Poor risk-adjusted score
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,57,72.17,0.035,0.359,0.97,0.013,0.07,213.19,40.86,25.92,27.06,13.73,AVOID - Poor risk-adjusted score
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,57,62.16,0.195,0.817,3.54,0.057,0.11,376.21,70.97,50.81,62.28,13.71,AVOID - Poor risk-adjusted score
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,57,61.98,0.074,0.539,1.66,0.027,0.02,376.65,63.84,33.4,36.46,13.68,AVOID - Poor risk-adjusted score
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,57,86.51,-0.152,0.752,2.89,0.033,0.07,52.11,50.63,65.02,53.21,13.67,AVOID - Poor risk-adjusted score
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,57,50.51,0.049,0.535,1.11,0.022,0.07,584.05,65.3,27.04,28.7,13.62,AVOID - Poor risk-adjusted score
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,57,39.24,-0.034,0.619,0.71,0.018,0.23,781.14,51.39,24.29,23.26,13.57,AVOID - Poor risk-adjusted score
TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,57,48.6,0.123,0.793,2.26,0.047,0.12,624.79,71.62,38.53,44.25,13.56,AVOID - Poor risk-adjusted score
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,57,79.1,-0.086,0.551,1.9,0.024,0.11,129.81,46.29,43.61,39.02,13.48,AVOID - Poor risk-adjusted score
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,57,83.84,-0.053,0.408,1.38,0.016,0.09,75.49,42.38,34.19,31.92,13.43,AVOID - Poor risk-adjusted score
UNP,Union Pacific Corporation,Industrials,Railroads,57,59.43,-0.052,0.527,1.19,0.02,0.12,430.16,46.3,31.29,29.26,13.39,AVOID - Poor risk-adjusted score
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,57,66.17,-0.052,0.481,1.23,0.019,0.18,303.18,46.15,31.83,29.78,13.37,AVOID - Poor risk-adjusted score
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,57,66.29,0.144,0.665,2.9,0.044,0.07,305.53,66.99,44.06,51.66,13.24,AVOID - Poor risk-adjusted score
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,57,65.9,-0.097,0.671,1.95,0.03,0.12,307.02,49.67,44.22,38.96,13.21,AVOID - Poor risk-adjusted score
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,57,73.05,-0.105,0.651,2.14,0.029,0.27,203.0,51.96,47.57,41.46,13.2,AVOID - Poor risk-adjusted score
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,57,40.52,0.1,0.813,1.82,0.045,0.02,761.98,70.26,32.96,36.99,13.1,AVOID - Poor risk-adjusted score
QFIN,"Qfin Holdings, Inc.",Financial Services,Credit Services,57,72.56,-0.134,0.76,2.54,0.035,0.23,210.09,53.95,55.15,46.22,13.07,AVOID - Poor risk-adjusted score
PKX,POSCO Holdings Inc.,Basic Materials,Steel,57,40.95,0.056,0.641,1.15,0.028,0.04,754.95,67.13,26.23,28.04,13.06,AVOID - Poor risk-adjusted score
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,57,45.15,0.059,0.606,1.25,0.028,0.18,688.53,68.98,27.35,29.36,13.06,AVOID - Poor risk-adjusted score
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,57,54.73,-0.093,0.744,1.77,0.032,0.04,510.05,49.81,40.74,36.1,13.04,AVOID - Poor risk-adjusted score
FHI,"Federated Hermes, Inc.",Financial Services,Asset Management,57,83.29,0.023,0.266,0.75,0.009,0.07,80.96,38.5,22.13,22.78,13.02,AVOID - Poor risk-adjusted score
ROKU,"Roku, Inc.",Communication Services,Entertainment,57,85.12,0.017,0.237,0.58,0.007,0.02,60.32,36.78,20.16,20.59,13.02,AVOID - Poor risk-adjusted score
EQR,Equity Residential,Real Estate,REIT - Residential,57,54.26,-0.096,0.762,1.81,0.033,0.14,520.05,52.38,41.33,36.48,13.0,AVOID - Poor risk-adjusted score
BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,57,39.37,0.077,0.741,1.46,0.037,0.09,778.37,70.28,29.16,31.91,12.95,AVOID - Poor risk-adjusted score
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,57,43.17,0.141,0.887,2.46,0.057,0.02,719.26,71.28,38.31,44.79,12.94,AVOID - Poor risk-adjusted score
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,57,73.49,-0.112,0.665,2.27,0.031,0.02,197.28,47.22,48.87,42.18,12.91,AVOID - Poor risk-adjusted score
RDN,Radian Group Inc.,Financial Services,Insurance - Specialty,57,64.77,-0.111,0.721,2.14,0.033,0.11,328.82,50.45,46.67,40.38,12.85,AVOID - Poor risk-adjusted score
UMC,United Microelectronics Corporation,Technology,Semiconductors,57,53.5,-0.03,0.437,0.75,0.014,0.05,531.6,42.76,23.35,22.47,12.83,AVOID - Poor risk-adjusted score
CTAS,Cintas Corporation,Industrials,Specialty Business Services,57,76.86,-0.03,0.325,0.87,0.011,0.18,154.61,42.17,24.95,24.01,12.82,AVOID - Poor risk-adjusted score
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,57,85.31,0.017,0.23,0.57,0.007,0.09,58.95,38.02,19.63,20.03,12.79,AVOID - Poor risk-adjusted score
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,57,58.26,-0.138,0.895,2.4,0.041,0.14,449.05,55.58,52.13,43.48,12.79,AVOID - Poor risk-adjusted score
RGLD,"Royal Gold, Inc.",Basic Materials,Gold,57,83.72,-0.051,0.383,1.35,0.016,0.02,75.82,40.23,32.05,30.03,12.78,AVOID - Poor risk-adjusted score
SOFI,"SoFi Technologies, Inc.",Financial Services,Credit Services,57,39.12,0.093,0.798,1.72,0.044,0.14,781.65,72.39,31.21,34.79,12.78,AVOID - Poor risk-adjusted score
ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,57,67.2,0.096,0.535,2.15,0.032,0.14,289.49,65.7,35.95,40.17,12.74,AVOID - Poor risk-adjusted score
BTI,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,57,61.69,0.03,0.363,0.83,0.013,0.07,383.72,40.99,22.4,23.25,12.74,AVOID - Poor risk-adjusted score
TEL,TE Connectivity plc,Technology,Electronic Components,57,68.81,-0.037,0.384,0.99,0.014,0.02,262.39,40.44,26.42,25.19,12.68,AVOID - Poor risk-adjusted score
PBR,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,57,46.65,0.061,0.585,1.32,0.028,0.12,660.88,67.22,27.28,29.36,12.66,AVOID - Poor risk-adjusted score
CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,57,55.03,0.15,0.75,2.85,0.052,0.09,506.53,69.1,41.26,48.65,12.64,AVOID - Poor risk-adjusted score
THO,"THOR Industries, Inc.",Consumer Cyclical,Recreational Vehicles,57,51.16,0.059,0.536,1.33,0.026,0.23,571.86,68.13,27.42,29.44,12.64,AVOID - Poor risk-adjusted score
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,57,57.82,0.184,0.791,3.4,0.059,0.07,454.39,69.28,45.75,55.58,12.63,AVOID - Poor risk-adjusted score
FL,"Foot Locker, Inc.",Consumer Cyclical,Apparel Retail,57,34.73,0.047,0.67,0.95,0.027,0.12,835.3,69.84,23.25,24.63,12.61,AVOID - Poor risk-adjusted score
JKS,"JinkoSolar Holding Co., Ltd.",Technology,Solar,57,31.13,0.068,0.832,1.23,0.039,0.14,864.12,73.87,25.9,28.08,12.61,AVOID - Poor risk-adjusted score
HUM,Humana Inc.,Healthcare,Healthcare Plans,57,51.55,0.093,0.638,1.91,0.037,0.16,564.58,68.65,32.89,36.63,12.6,AVOID - Poor risk-adjusted score
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,57,48.94,0.044,0.495,1.03,0.021,0.04,614.91,43.46,24.22,25.54,12.6,AVOID - Poor risk-adjusted score
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,57,81.73,-0.062,0.427,1.56,0.019,0.02,99.93,41.26,34.88,32.21,12.6,AVOID - Poor risk-adjusted score
OGE,OGE Energy Corp.,Utilities,Utilities - Regulated Electric,57,49.13,-0.074,0.694,1.46,0.03,0.07,608.28,49.27,34.09,30.97,12.59,AVOID - Poor risk-adjusted score
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,57,50.18,-0.073,0.676,1.46,0.029,0.16,589.98,50.6,33.93,30.88,12.57,AVOID - Poor risk-adjusted score
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,57,49.71,0.073,0.592,1.55,0.031,0.05,600.77,65.7,29.42,32.06,12.57,AVOID - Poor risk-adjusted score
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,57,48.0,0.066,0.585,1.42,0.03,0.07,634.67,66.02,28.07,30.36,12.56,AVOID - Poor risk-adjusted score
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,57,73.73,-0.028,0.32,0.82,0.011,0.21,192.89,42.78,23.61,22.78,12.49,AVOID - Poor risk-adjusted score
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,57,58.0,0.163,0.74,3.12,0.054,0.02,450.74,67.17,42.91,51.21,12.42,AVOID - Poor risk-adjusted score
OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,57,49.49,-0.055,0.583,1.18,0.024,0.04,600.98,45.84,28.86,26.91,12.37,AVOID - Poor risk-adjusted score
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,57,42.88,0.098,0.739,1.88,0.044,0.11,725.53,69.94,31.7,35.51,12.34,AVOID - Poor risk-adjusted score
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,57,50.24,0.068,0.565,1.49,0.03,0.05,590.07,65.04,28.36,30.75,12.34,AVOID - Poor risk-adjusted score
